node_id,PHYSICALID,ST_LABEL,geom_0,geom_1,ST_WIDTH,SHAPE_Leng
5732,239,WEST ST,-74.01039726573508 40.73055816948491,-74.0103402512693 40.731288730110684,50.0,266.63469969700003
5733,157144,E 49 ST,-73.96455147527261 40.75247137181154,-73.9648239789079 40.75250344160288,38.0,78.7850004176
5734,136609,DRIVEWAY,-73.92777564054701 40.786919674127766,-73.92699347981835 40.78649455021153,16.0,266.27788572599997
5735,2905,BROADWAY,-73.94538819570121 40.83354162579726,-73.94543599036172 40.833479045891465,40.0,26.3585857696
5736,497,BROADWAY,-74.00860085403332 40.711392239708985,-74.00906264791007 40.710886703619906,54.0,224.306699374
5737,81523,EDGECOMBE AV,-73.94698043460315 40.81837993304404,-73.94652257507661 40.81900580152433,20.0,260.87634646
5738,1122,8 AV,-73.99529821527037 40.74967168209748,-73.99484363830837 40.750293308962874,68.0,259.145222584
5739,159606,E 2 ST,-73.99200253396593 40.7256192805842,-73.99034165840435 40.7249321340239,28.0,524.0235023480001
5740,79677,VANDAM ST,-74.00565777102045 40.72643510682314,-74.00743353168835 40.726600870329925,34.0,495.87986740900004
5741,117614,LA SALLE ST,-73.95864126116214 40.81335246667697,-73.95955072959185 40.81372595734234,20.0,286.17434394400004
5742,78610,BROOKLYN BR,-73.99937681804238 40.708179924819525,-73.99949511766543 40.7082790717682,30.0,48.7907230367
5743,72792,GW BR APPR,-73.94247973275688 40.84845300125415,-73.94247987522522 40.849001310490884,20.0,199.76984823
5744,19578,W 119 ST,-73.94818509853754 40.80392013647303,-73.94833840802839 40.80398476161684,42.0,48.536869404700006
5745,72732,GOLD ST,-74.00364239826584 40.71097358688253,-74.00359136147202 40.711037281749704,17.0,27.1793388582
5746,57,ALBANY ST,-74.0147422924871 40.70983551791746,-74.01504575792599 40.70983132029777,0.0,84.1546417537
5747,175544,CENTER DR,-73.97567490065737 40.76853075041931,-73.97454593919946 40.769766006295356,30.0,552.985318323
5748,19741,E 86 ST,-73.95174238246975 40.77787430524743,-73.94937438788342 40.77687610268695,30.0,749.923349842
5749,1883,W 47 ST,-73.98179404271522 40.75802130264237,-73.98461925228557 40.75919941066207,30.0,892.65485954
5750,3294,E HOUSTON ST,-73.98303472909403 40.72116105498914,-73.9822045572373 40.72089379330491,38.0,249.871155842
5751,136106,2 DR,-73.9247393808721 40.78825962651608,-73.92476595855085 40.788431921932236,16.0,67.3768096529
5752,4348,AV A,-73.98222813901772 40.72784589893434,-73.98178942199274 40.72844574019736,25.0,250.09156813200002
5753,72624,GANSEVOORT ST,-74.00591813935911 40.7394167372916,-74.00645011883616 40.73940402966092,32.0,147.493193118
5754,16676,DIVISION ST,-73.9945003347106 40.71423116446773,-73.99465684954409 40.71421944729864,30.0,43.598798695
5755,95953,E 29 ST,-73.98200875374052 40.74326462039122,-73.98355673669751 40.74391628754391,35.0,490.269159483
5756,642,CHARLES ST,-74.00849166308299 40.734094369373416,-74.01010480748744 40.73383917083653,24.0,456.632028918
5757,97420,W 189 ST,-73.93008273965442 40.854309615036115,-73.93131488049694 40.85482864231611,42.0,389.798428154
5758,3278,RIVERSIDE DR,-73.98329701227364 40.784352386356176,-73.98263773334095 40.78497458974416,22.0,291.069249396
5759,2119,2 AV,-73.9722037214914 40.749823005021575,-73.97269251977932 40.749156171293016,70.0,278.148380723
5760,26922,E 122 ST,-73.94031401183875 40.803070662113896,-73.93882902162521 40.80244428926615,30.0,470.216029387
5761,116570,E 102 ST,-73.94533280226585 40.78848143381265,-73.94432146712863 40.78805565986126,50.0,320.14513487700003
5762,16776,E 25 ST,-73.97996739785634 40.739168291271305,-73.98221134587357 40.74011453463411,32.0,711.0044792560001
5763,1792,W 39 ST,-73.99401944771284 40.75652767562453,-73.9949806245809 40.756941872779834,35.0,306.075748746
5764,81606,W 144 ST,-73.9510415900329 40.82579916024996,-73.95084005388661 40.82571548146124,40.0,63.5658898105
5765,79664,ST LUKES PLACE,-74.0054745416611 40.73010413917269,-74.00685682128889 40.730228236187905,32.0,385.76486497900004
5766,2145,2 AV,-73.96068945748952 40.7656138517557,-73.96114862936842 40.764987445473395,60.0,261.272128355
5767,160769,LEWIS ST,-73.97906369087445 40.715667336103486,-73.97900588793695 40.71577375089484,12.0,41.9510317311
5768,16640,E 9 ST,-73.98891320747697 40.72990565048589,-73.98946844612149 40.73012097810843,24.0,172.73078004099997
5769,25122,FT CHARLES PL,-73.9114568660119 40.87567540432475,-73.9094468851791 40.87627224603275,24.0,634.3435523759999
5770,92922,PINEHURST AV,-73.93837828851676 40.85353681533309,-73.93877579811911 40.852321993488935,30.0,456.06274307300004
5771,81878,E 81 ST,-73.95172338270758 40.773656531918604,-73.9540926565992 40.774656257285,30.0,750.529982363
5772,3223,RIVERSIDE DR,-73.94360213072795 40.84595489631095,-73.94355950352406 40.84621751325584,22.5,96.40538691229999
5773,19846,W 152 ST,-73.94221068063389 40.82872784181117,-73.94154045874707 40.828447306557486,30.0,211.778242628
5774,3702,3 AV,-73.94467601926972 40.791569539732905,-73.94418267636004 40.79224513642765,70.0,281.509595422
5775,16666,MULBERRY ST,-73.99955680425789 40.71392522059204,-73.99959267186705 40.71445106481152,20.0,191.838902515
5776,119172,WADSWORTH AV,-73.93087316763442 40.85542641288711,-73.9303992409829 40.856074301004185,21.0,270.016674387
5777,494,BROADWAY,-74.0095427725849 40.710327492992896,-74.00998739189396 40.709805672090084,38.0,226.57938054099998
5778,4313,E 17 ST,-73.98279128039376 40.73393097201534,-73.98354866604666 40.734260722722915,30.0,241.850669521
5779,97422,W 189 ST,-73.9272393496226 40.853115371988906,-73.92869147582716 40.85372289501143,30.0,458.66347559900004
5780,133530,ROSE ST,-74.00333184733802 40.711242082933545,-74.00327395966423 40.71128436974856,11.0,22.246533563899998
5781,80063,UNIVERSITY PL,-73.99279279032322 40.73392149621985,-73.99226599105478 40.734532600809885,38.0,266.24339889099997
5782,140783,CHATHAM SQ,-73.99842364569217 40.71348824962654,-73.99799439038729 40.71367874085311,32.0,137.75922973
5783,25057,SHERMAN AV,-73.92859849961731 40.86261396688416,-73.92776617598473 40.86292542378269,30.0,256.670634177
5784,2583,1 AV,-73.98306946972 40.730655225564874,-73.98255629297816 40.731350134052,70.0,290.39163907
5785,2996,BROADWAY,-73.97446107356217 40.790799074346346,-73.97400709768398 40.791425946357364,40.0,260.700355151
5786,67710,CROSS BRONX EP NB ET 1B,-73.93017201217486 40.84600194670294,-73.92964756275532 40.847508548326374,25.0,723.823356487
5787,1799,W 33 ST,-73.99678948802686 40.752723448100205,-73.99850458747068 40.7534419067833,35.0,542.511213868
5788,19211,ADAM CLAYTON POWELL JR BOULEVARD,-73.94773985453512 40.809599720611864,-73.94728699281599 40.81024118174625,44.0,265.207173977
5789,2744,AV D,-73.97603286894766 40.7236914667606,-73.97559322727103 40.72428353109575,24.0,247.749056643
5790,19845,W 152 ST,-73.94234447254796 40.82878313192148,-73.94221068063389 40.82872784181117,40.0,42.1513363663
5791,81535,EDGECOMBE AV,-73.94010826410815 40.832035762185676,-73.93967601926546 40.83268537134232,20.0,265.664863659
5792,2779,WEST END AV,-73.97785649946604 40.78888153947315,-73.97736044418369 40.78955777286105,30.0,282.080014233
5793,524,BROADWAY,-73.99425278493557 40.72841245727644,-73.99475092982473 40.72781877594376,46.0,256.606541998
5794,81593,E 78 ST,-73.96422820174071 40.77631030867999,-73.96262273675086 40.77563801523557,30.0,507.656696844
5795,72607,SULLIVAN ST,-74.00234961894274 40.72649538469466,-74.0014368866845 40.7276034842354,24.0,476.429397246
5796,3820,AMSTERDAM AV,-73.96847628661934 40.79664328824852,-73.96803818598623 40.79724949192059,60.0,251.97891272
5797,176451,W 75 ST,-73.98306206491732 40.78175761592776,-73.98477889142258 40.78248292544722,30.0,543.968026972
5798,132719,1 AV,-73.93117025821796 40.80211516740793,-73.93119911777555 40.802078221454146,32.0,15.653430846300001
5799,19549,MORNINGSIDE AV,-73.95496657172501 40.81006455420117,-73.95451229620694 40.810686601693874,30.0,259.18504489099996
5800,4106,W 79 ST,-73.97548032428976 40.78195111560102,-73.9783257922491 40.78314673298404,30.0,900.400628608
5801,3158,RIVERSIDE DR,-73.95674483944849 40.8216848870095,-73.95610010434534 40.82223445965926,26.0,268.206258432
5802,73483,W 67 ST,-73.9811139410229 40.77422747947398,-73.98208327998567 40.7746322663318,30.0,306.31778047
5803,27977,CROSS BRONX EXPY,-73.93630391677594 40.84800732632006,-73.93507537163774 40.847489767749124,35.0,388.699384287
5804,97554,E 103 ST,-73.94147838154215 40.78769140377114,-73.9438596762595 40.7886862100182,30.0,752.4566136369999
5805,68502,CHERRY ST,-73.98993758127737 40.71121072383723,-73.99197674892305 40.710911265664514,36.0,575.759708838
5806,80081,W 53 ST,-73.98189428279157 40.762968447477434,-73.98281763066758 40.76336492809364,32.0,293.754267095
5807,80017,W 54 ST,-73.9786016944704 40.762396071849686,-73.97537360664685 40.76103990657159,30.0,1021.67910001
5808,3182,RIVERSIDE DR,-73.95307502481863 40.82584624631478,-73.95542940513556 40.82356914220392,28.0,1084.30730925
5809,72519,W HOUSTON ST,-74.00058982676626 40.727337256858746,-74.00133774499292 40.7277224613331,44.0,250.336216419
5810,79727,GOLD ST,-74.00551252989628 40.709093408162374,-74.00514773200297 40.709425524460784,23.0,157.701533935
5811,3697,3 AV,-73.94700239162768 40.78838239210434,-73.94655555411516 40.78899620151613,70.0,255.58063450000003
5812,1580,FRANKLIN D ROOSEVELT DRIVE,-73.92935649177085 40.79700568283599,-73.9306420650436 40.79465615815666,32.0,952.253493248
5813,1796,W 39 ST,-73.98548819085724 40.752935179151045,-73.98708862643275 40.75360671479692,35.0,506.43547895800003
5814,1963,5 AV,-73.97118520979612 40.76677028966978,-73.97164774334318 40.76614246847269,44.0,262.175308904
5815,705,HANOVER ST,-74.00906648911297 40.70554312488392,-74.00902906502225 40.705310138471134,18.0,85.5157719733
5816,78541,ALEX HAMILTON BR,-73.92937794654671 40.845808938108206,-73.92949225372237 40.84583598687536,48.0,33.126794819299995
5817,81876,E 81 ST,-73.9563349232549 40.775600783380526,-73.95793624671307 40.776275666613735,30.0,507.109324061
5818,76182,LAUREL HILL TER,-73.92747680551746 40.850694369794674,-73.92707982344014 40.85143234288202,17.5,290.437177947
5819,19133,ADAM CLAYTON POWELL JR BOULEVARD,-73.93584446654128 40.82606470123739,-73.93601231798851 40.82602507351088,44.0,48.6459077982
5820,103265,GRAMERCY PARK W,-73.98642507037243 40.73853473575707,-73.98683420169014 40.73794112402831,30.0,244.188886016
5821,78197,FDR DR NB EN E 62 ST,-73.95647480020048 40.76073356624913,-73.9561436234816 40.760931587390914,20.0,119.13218850700001
5822,2337,PARK AV,-73.95730653302105 40.78022313813161,-73.9578126995198 40.77954295002752,42.0,284.71662833700003
5823,99654,E 16 ST,-73.98149910379774 40.73261859638211,-73.98160329002118 40.73266230834498,30.0,32.9753563418
5824,21719,E 80 ST,-73.9599040349794 40.7762755666924,-73.95839907598622 40.77564206061163,30.0,476.45747419699995
5825,3845,AMSTERDAM AV,-73.95570690123488 40.81414395953774,-73.95545831578848 40.814487025259275,30.0,142.67995053799999
5826,1379,W 16 ST,-74.00699029090696 40.7433666512158,-74.00441531097617 40.7422841185548,34.0,815.2808714239999
5827,1117,8 AV,-73.99755164555447 40.746580899627276,-73.99709902920391 40.747205102042244,68.0,259.705658223
5828,27927,HAVEN AV,-73.94147718615157 40.85095931332413,-73.9413218789735 40.85125589199394,21.0,116.283904705
5829,92685,ISHAM ST,-73.91859601993751 40.86631435391947,-73.91921432256159 40.86727489873961,21.0,389.513514798
5830,1887,LINCOLN TUN EXIT,-73.99603207672605 40.75675434773488,-73.99577440545627 40.7566921135734,7.5,74.9008772462
5831,176454,BROADWAY,-73.97660140057228 40.788358159726876,-73.97716313620154 40.787698695197804,40.0,286.224085477
5832,4041,BROOME ST,-73.98453663015677 40.71639394020869,-73.98364574512756 40.71612280265476,30.0,265.98867432599997
5833,2772,WEST END AV,-73.96811086935587 40.8023470759209,-73.96858360812702 40.80163546976393,36.0,290.425805848
5834,176802,WEST END AV,-73.9811654240017 40.784353823081865,-73.98066590588859 40.78502703620817,30.0,281.593679686
5835,26781,E 125 ST,-73.93903498251763 40.805056456781365,-73.93889372928554 40.804995382717024,30.0,44.9926221012
5836,741,VARICK ST,-74.00578122230034 40.725673504202305,-74.00589476225409 40.72502589708901,60.0,238.032858973
5837,25113,9 AV,-73.9112271232151 40.87165546598869,-73.91168896100719 40.87280893185741,19.0,480.008639908
5838,16536,MN BR APPR,-73.99384096486865 40.713076451619315,-73.99347920502244 40.71238203879508,16.0,272.148622496
5839,428,WASHINGTON ST,-74.00892561374853 40.73115506861947,-74.00907045601198 40.73043417360839,40.0,265.69468111099997
5840,26804,RIVERSIDE DR,-73.93099663550157 40.86680995170566,-73.93048780741874 40.86644887461812,30.0,192.64760939599998
5841,2924,BROADWAY,-73.94103926026338 40.83912753519615,-73.94053688686635 40.83982604263228,35.0,289.981582667
5842,16715,RIVINGTON ST,-73.98675136728573 40.719592845870956,-73.98754195493287 40.71983236177385,24.0,235.884596867
5843,181510,CENTRAL PARK W,-73.97500111964057 40.777527779916696,-73.97453231488427 40.77816778452312,31.0,266.887261285
5844,79940,W 11 ST,-74.00352731985085 40.736178520505,-74.00512616431496 40.735961735172545,28.0,450.073354346
5845,79907,W 26 ST,-74.00782941972257 40.75171391312808,-74.00562918196614 40.750787187246935,34.0,696.870368048
5846,19243,FREDERICK DOUGLASS BOULEVARD,-73.95304020408176 40.80761060395343,-73.95291744630188 40.807780324375955,25.0,70.558189149
5847,177733,HOLLAND TUN,-74.02130056649008 40.7276149936707,-74.02148716897018 40.727642398857604,12.0,52.6747953558
5848,155411,BROADWAY,-73.91342384943411 40.87179437843232,-73.91414729204705 40.87121653760965,42.0,290.53264423900004
5849,182197,BK BR EXIT RP,-74.00387176444687 40.71180347093253,-74.00396832283924 40.71190378363981,20.0,45.3019147042
5850,1098,THOMAS ST,-74.0079570341439 40.71712230678551,-74.00900019500229 40.717597393435305,18.0,337.017495228
5851,452,GREENWICH ST,-74.00965379270306 40.722784591515634,-74.00977015144731 40.722121473308924,32.0,243.737811614
5852,89072,RAMP,-73.9730758713141 40.740595721090486,-73.97383188445268 40.73827922321479,10.0,877.334090561
5853,66950,BROOKLYN BR,-74.00018909050573 40.70863943045798,-73.99980743093866 40.70832871785124,30.0,154.966058259
5854,164085,DYCKMAN ST,-73.93153407832435 40.86905998516139,-73.93175088257637 40.86923758118622,14.0,88.21757419
5855,16662,MULBERRY ST,-73.99793049839798 40.718158690287545,-73.99730315241584 40.71932384684218,24.0,459.04480124699995
5856,72775,W 160 ST,-73.94680584037923 40.83729646569558,-73.9445735805471 40.83638134140699,30.0,701.9320808739999
5857,1047,BROOME ST,-74.00604066319427 40.724403124449665,-74.00702722131126 40.72449594711067,30.0,275.536551835
5858,2796,WEST END AV,-73.98724033660339 40.776016935068654,-73.98544810579696 40.778475661464945,35.0,1024.13199238
5859,181262,BROADWAY,-73.96475182494677 40.80666673496717,-73.96428280024203 40.80729303100004,40.0,262.53781309
5860,183550,W 76 ST,-73.98095636759912 40.78170767390169,-73.97974787669536 40.78119534310326,30.0,383.215051379
5861,19340,LENOX AV,-73.94309129982179 40.81090792392248,-73.94263087448493 40.81153023681167,30.0,260.098810529
5862,28064,AUDUBON AV,-73.93965948406 40.83876004165035,-73.93923947617579 40.83929546176079,40.0,227.068562353
5863,1385,W 29 ST,-73.99859426080933 40.75024083522111,-74.00142970687364 40.75144572087943,30.0,899.940890111
5864,3575,MADISON AV,-73.98247212047096 40.74843150141643,-73.98202464507551 40.74904953990338,46.0,257.04969907099996
5865,3163,RIVERSIDE DR,-73.95531984710162 40.82358955886847,-73.95368412730716 40.825312399392146,20.0,794.419142523
5866,78312,HILLSIDE AV,-73.9267860256662 40.859944372526606,-73.9252421848085 40.86136299902923,30.0,705.5608355139999
5867,72668,W 140 ST,-73.94146750110298 40.818503326857474,-73.9412908703621 40.818429207701406,42.0,55.851777295
5868,2872,BROADWAY,-73.96215298517396 40.8105733969265,-73.96258278994867 40.80998664702823,40.0,244.653590466
5869,79796,LAFAYETTE ST,-73.99107969744094 40.730032621638294,-73.99064024236256 40.73062286996708,48.0,247.142168116
5870,28095,W 177 ST,-73.94043650995799 40.84801871916973,-73.94136449398067 40.84818350804886,30.0,263.667167284
5871,1291,10 AV,-73.9899638269705 40.76718747461626,-73.98950498236549 40.767815382119394,58.0,261.70400138599996
5872,2127,2 AV,-73.96852047039987 40.75487619045495,-73.96897803741389 40.75425053544143,70.0,260.826358234
5873,24912,HARLEM RIVER DR,-73.92989857643448 40.80002352494555,-73.92990156781947 40.79996168964162,22.0,22.5439816963
5874,2934,BROADWAY,-73.94571933698654 40.83272141326592,-73.94523751958096 40.8333962953361,40.0,279.708090249
5875,1709,LINCOLN TUN,-73.99723373790063 40.75720954278101,-73.99705765766394 40.7571428471832,13.0,54.4988438612
5876,102385,HENRY HUDSON PKWY NB EN FT TRYON,-73.93329173323713 40.86299499084109,-73.93350141856172 40.86376257238679,14.0,356.67547144699995
5877,67699,CROSS BRONX EXPRESSWAY EXIT 2 EB,-73.93164102165449 40.84611805386857,-73.93100029976864 40.8457990602348,22.0,213.34843695
5878,1212,MERCER ST,-73.99324912318593 40.73094505610192,-73.99406422030897 40.72997785589772,24.0,418.577045521
5879,19117,W 121 ST,-73.94727200427108 40.8051795376888,-73.94742385856517 40.80524349762605,42.0,48.06632289
5880,19116,E 14 ST,-73.993616883955 40.73600449161603,-73.99171498773394 40.73521530066662,26.0,600.4021227019999
5881,171988,RIVERSIDE DR,-73.96447486335992 40.81077632467736,-73.96504612950714 40.809994224870735,30.0,325.887361285
5882,67996,LINCOLN TUN APPR,-73.99850458747068 40.7534419067833,-73.9981675773368 40.75417322917994,20.0,282.348125261
5883,72614,SULLIVAN ST,-73.99936623162297 40.730058476858076,-73.99885434787038 40.730667868878236,24.0,263.477647743
5884,81567,W 122 ST,-73.95403281807117 40.80885048548471,-73.9529516643502 40.80839627905711,30.0,341.997281612
5885,147546,MANHATTAN CRUISE TERMINAL RAMP,-73.99822701520628 40.765512696507834,-73.99818525618615 40.765460242715506,16.0,23.2762313364
5886,19609,W 151 ST,-73.94199730230376 40.827822656238745,-73.9425044911328 40.82804167661063,30.0,161.460828286
5887,72745,W 158 ST,-73.94157724065518 40.83348746648928,-73.94065282781206 40.83309807087374,30.0,292.516542541
5888,3763,CENTRAL PARK W,-73.9698322562294 40.7846109105864,-73.9693357338509 40.78529327905465,31.0,284.10108817599996
5889,2563,PARK AV S,-73.98581347686145 40.7408253543747,-73.98536433096568 40.74144437911215,30.0,257.594471853
5890,3853,AMSTERDAM AV,-73.95174483562596 40.81957261709682,-73.95082879991472 40.8208279365947,30.0,522.9337713030001
5891,3744,3 AV,-73.98989983218137 40.72955276894478,-73.98966262608035 40.7298583830551,35.0,129.305248418
5892,1143,8 AV,-73.98519152225475 40.76354367414522,-73.98473393779601 40.764169104877425,70.0,260.748971239
5893,731,N MOORE ST,-74.01200855059044 40.720302817757634,-74.01226792501173 40.720331669686516,40.0,72.6782213668
5894,598,HUDSON ST,-74.0085837182091 40.71995193442216,-74.00847089969811 40.72060917201003,50.0,241.485353828
5895,131706,FRANKLIN D ROOSEVELT DRIVE,-73.9715609730735 40.74384597091166,-73.97129680537529 40.744246459984296,30.0,163.243009389
5896,183046,W 89 ST,-73.97512641710378 40.79025437212872,-73.9764490362797 40.79081372527475,30.0,419.123603159
5897,19193,ADAM CLAYTON POWELL JR BOULEVARD,-73.93947450967057 40.820926993006566,-73.93898319980228 40.821597846810555,44.0,279.697563785
5898,2003,5 AV,-73.95252222704883 40.79234762222547,-73.95297740619732 40.791719692665765,42.0,261.19777343
5899,183511,W 20 ST,-73.99984823601524 40.74342501898614,-73.99700719203685 40.74222816194162,32.0,899.95676141
5900,80064,UNIVERSITY PL,-73.99226599105478 40.734532600809885,-73.99171498773394 40.73521530066662,38.0,291.8634111
5901,129481,MADISON ST,-73.99327328502041 40.71239830068434,-73.99253679064238 40.71245717436127,19.0,205.301275503
5902,178622,MANHATTAN BR,-73.99022577416571 40.70630687233037,-73.9895830534209 40.70515483616636,22.0,455.983363586
5903,175310,DYCKMAN ST,-73.92472275935626 40.86156248629566,-73.92476434210928 40.861630892688694,30.0,27.449353332399998
5904,750,MAIDEN LA,-74.0067809889086 40.706723807556635,-74.00602039468583 40.70614236277377,18.0,298.905871565
5905,131757,CHERRY ST,-73.97897348615209 40.71231866351747,-73.98071263756324 40.71220835801504,30.0,483.81659401
5906,82744,PLEASANT AV,-73.9317431476653 40.79698742677091,-73.93126733604502 40.797640564752385,29.0,271.994568141
5907,26824,W 207 ST,-73.92214152586975 40.869147795973554,-73.92234360705153 40.869459040670954,21.0,126.424096956
5908,81582,E 84 ST,-73.95494520074165 40.77750394666422,-73.95270421537022 40.77656141168334,30.0,709.327717434
5909,24933,10 AV,-73.9170433643754 40.86702622862345,-73.91658793683801 40.86763294723254,30.0,254.422300637
5910,1372,7 AV,-73.98098064836832 40.76422265739012,-73.98143352023796 40.76359435986474,60.0,261.032254713
5911,900,11 AV,-73.99234969573426 40.769004972927,-73.9918923413028 40.769639256509436,34.0,263.53678316400004
5912,3462,E 51 ST,-73.9734182713399 40.75776356182518,-73.97362139490261 40.757848408965415,30.0,64.20631179520001
5913,486,GREENWICH ST,-74.01135998211346 40.71492216972302,-74.01152689612947 40.7142938712137,68.0,233.53818856599997
5914,3389,LEXINGTON AV,-73.95985681798201 40.773642768163576,-73.96031982478641 40.773007083486085,50.0,264.735814354
5915,2323,PARK AV,-73.94989465079752 40.79042537336352,-73.95126462289193 40.78853734970524,24.0,785.631369127
5916,309,WEST ST,-74.01001581061583 40.73937485049428,-74.01011846335706 40.738624745400905,32.0,275.860860666
5917,2604,1 AV,-73.97579823451824 40.740644616660276,-73.97534263564368 40.74127467967218,70.0,261.979906385
5918,23350,E 56 ST,-73.97113517599529 40.76089085251672,-73.9696250019281 40.76025143953729,34.0,478.84923917099997
5919,3216,RIVERSIDE DR,-73.94397774417723 40.84321443001177,-73.94395459853523 40.843749365564015,27.5,195.00231253099997
5920,2260,COLUMBUS AV,-73.96891507514707 40.79093630936249,-73.96939097650798 40.79029580116715,60.0,267.99665164099997
5921,2880,BROADWAY,-73.9570437550796 40.817592747348115,-73.95749699079764 40.81698380115081,30.0,254.87375723
5922,1960,5 AV,-73.97255352295763 40.76489773172335,-73.97301487242221 40.76427887944536,54.0,259.169149539
5923,1433,9 AV,-74.00181130603184 40.745826359020846,-74.00226475671107 40.745206847278745,68.0,258.324074726
5924,89937,WOOSTER ST,-74.00010082423555 40.725381614279065,-74.00112704398948 40.724166416912084,24.0,526.23428786
5925,79643,MORTON ST,-74.00422349994055 40.731127547446896,-74.00313982220108 40.73146486747413,20.0,324.513176805
5926,74323,HAY RD,-74.01879708622153 40.6931469285737,-74.01888443860094 40.692701610706145,12.0,164.040797933
5927,176444,WASHINGTON ST,-74.0083084793816 40.73619215336882,-74.00837037987566 40.73550554613081,36.0,250.740146195
5928,24869,HARLEM RIVER DR,-73.93484233613245 40.82809714638671,-73.93483711658234 40.828031993140414,34.0,23.781624567399998
5929,30772,MAIN ST,-73.94713946110625 40.76475843659249,-73.9461022260699 40.76591712086856,22.0,510.64944408900004
5930,3449,LEXINGTON AV,-73.98065842623875 40.7451158253886,-73.98110859880006 40.74449827880386,50.0,257.257703022
5931,136714,RFK BR MANHATTAN RANDALLS IS RAMP,-73.92052766669734 40.79700365837018,-73.9203517677706 40.796919150770364,15.0,57.63680960439999
5932,3774,CENTRAL PARK W,-73.96468540739478 40.79166402679884,-73.96417598587449 40.79236204502794,31.0,290.812620607
5933,2538,E 24 ST,-73.98581347686145 40.7408253543747,-73.98425771926372 40.7401685924077,40.0,493.070737076
5934,182187,BK BR APPR,-74.00373096785691 40.71165672948068,-74.00391881500629 40.711786216741466,20.0,70.2682569661
5935,79782,LAFAYETTE ST,-73.99819536714101 40.72106366726496,-73.99906145014921 40.720044300356996,48.0,442.22582184199996
5936,67873,1 AV,-73.98035901523396 40.73405899509103,-73.98006228855739 40.73446117182678,25.0,168.030156401
5937,79768,THOMPSON ST,-74.00058982676626 40.727337256858746,-74.00068690121441 40.72721720958083,35.0,51.356001300900004
5938,3945,STANTON ST,-73.98280360135979 40.71972299699455,-73.98193054347601 40.71945865322483,24.0,260.470144399
5939,926,PARK ROW,-74.00418759071356 40.71182777507865,-74.00574044668751 40.71208875703634,24.0,463.700652224
5940,1694,GRAND ST,-73.97928983368554 40.713761716861455,-73.97758682626483 40.713253501074504,28.0,507.130269498
5941,23359,E 60 ST,-73.97095664999728 40.764215685802384,-73.97255352295763 40.76489773172335,35.0,507.370477208
5942,28027,W 165 ST,-73.93982667856882 40.83849754530551,-73.94103926026338 40.83912753519615,20.0,406.522923321
5943,60,MORRIS ST,-74.01510283492294 40.706459436737255,-74.01594492352275 40.70667641266343,20.0,246.491828116
5944,178667,HARLEM RIVER DR,-73.93337466973313 40.838461040985926,-73.93322207902834 40.838749776878046,45.0,113.354319694
5945,67058,W 145 ST,-73.93447523676612 40.81969749639657,-73.93622694516239 40.820438254951014,27.5,554.8947383340001
5946,83653,HHP SB EN DYCKMAN ST,-73.93206454723129 40.86684594144607,-73.93297058301619 40.86601684762636,16.0,398.642463065
5947,183163,ALLEY,-73.94404577693388 40.81836890256399,-73.94309506398164 40.817968949934475,8.0,300.798881711
5948,176752,W 121 ST,-73.95872197192303 40.810009615224196,-73.96145644324119 40.8111584964826,30.0,864.983070614
5949,82647,W 183 ST,-73.9340985820164 40.85102128615728,-73.93508324971299 40.851434233596805,21.0,311.19644518
5950,26815,ACADEMY ST,-73.92109663012769 40.860159729101596,-73.92123475203852 40.86047629190678,18.0,121.49955483
5951,21694,CONVENT AV,-73.94234447254796 40.82878313192148,-73.94314262727431 40.82830874682424,30.0,280.46922819099996
5952,3583,MADISON AV,-73.98614708712785 40.74338893141588,-73.98569571344615 40.74400764116843,46.0,257.790705337
5953,66168,WILLIAMSBURG BR APPR,-73.9765256971516 40.71503032053364,-73.97658722100208 40.71504728980191,22.0,18.141489436
5954,19144,ADAM CLAYTON POWELL JR BOULEVARD,-73.93639500822843 40.82546697805711,-73.93684325493838 40.82483684159437,44.0,260.955672648
5955,155924,W 53 ST,-73.977055990001 40.7609321796487,-73.97905731164822 40.761770719223925,32.0,633.019372123
5956,79998,E 21 ST,-73.98184099936428 40.73660267771751,-73.98408212938702 40.737545516247366,32.0,709.741260097
5957,1524,FRANKLIN D ROOSEVELT DRIVE,-73.97145055251917 40.74426295028063,-73.97143720844245 40.74415376073311,26.0,39.9527104231
5958,135085,RFK BR QUEENS ET RP RANDALLS IS,-73.92994431197639 40.786406282438485,-73.93015346336281 40.785157137138874,25.0,516.516351771
5959,73132,65 ST TRANSVERSE,-73.97770909584493 40.77172895720255,-73.97872246792141 40.77241889828516,32.0,378.812631418
5960,81622,OLD BROADWAY,-73.9569180278269 40.81554508726061,-73.95782821871711 40.815156048879,30.0,289.076256387
5961,72552,WILLIAMSBURG BR,-73.97654607154284 40.71477606606179,-73.97642902447372 40.714747018451696,20.0,34.129943746500004
5962,102561,BEAK ST,-73.92640661430111 40.86738404096887,-73.92700250593165 40.86795125961618,15.0,264.33296116400004
5963,67312,LINCOLN TUN BUS EXIT,-73.99533928269867 40.75757769866773,-73.99529722467764 40.75765967861486,20.0,32.060257048400004
5964,512,BROADWAY,-74.00209161668549 40.71915339284899,-74.00253798721953 40.71862688307654,44.0,228.268790872
5965,67431,ALLEN ST,-73.99290130211357 40.71456389685617,-73.99301588419168 40.71435562467348,24.0,82.26021563810001
